tx_id,timestamp,payer_id,beneficiary_id,amount,payment_system,status,kyc_verified,risk_tier,device_ok,ip,score,reasons,flag,model_version,rule_config_version
TX00000561,2025-12-07T22:20:53.091411,C100338,BEN7308,4700.12,UPI,completed,True,low,True,223.210.249.148,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000009,2025-12-07T22:21:31.091411,C100114,BEN6493,1848.16,UPI,completed,True,low,True,141.241.187.156,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003709,2025-12-07T22:22:14.091411,C100076,BEN9926,3178.45,UPI,completed,True,medium,True,118.78.81.25,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002311,2025-12-07T22:23:11.091411,C100251,BEN7748,1228.48,UPI,completed,True,low,True,87.134.111.91,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000773,2025-12-07T22:24:25.091411,C100065,BEN7008,1400.8,UPI,completed,True,low,True,150.128.211.5,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000251,2025-12-07T22:25:16.091411,C100045,BEN8571,3909.45,UPI,completed,True,medium,True,7.203.1.40,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001949,2025-12-07T22:25:19.091411,C100332,BEN4426,647.85,UPI,completed,True,medium,True,114.164.72.167,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003136,2025-12-07T22:25:28.091411,C100231,BEN1472,1554.15,UPI,completed,True,low,True,228.238.77.162,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000144,2025-12-07T22:27:42.091411,C100114,BEN6653,175.17,UPI,completed,True,low,True,31.170.59.107,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002049,2025-12-07T22:28:10.091411,C100004,BEN5428,4333.57,RTGS,completed,True,low,True,215.238.102.93,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09
TX00003751,2025-12-07T22:29:02.091411,C100120,BEN5059,352.74,UPI,completed,True,high,True,16.102.31.158,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002944,2025-12-07T22:30:34.091411,C100071,BEN5187,101.03,UPI,completed,True,medium,True,130.40.157.83,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00003010,2025-12-07T22:31:15.091411,C100091,BEN5224,1083.69,UPI,completed,True,medium,True,116.96.57.159,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002086,2025-12-07T22:31:29.091411,C100249,BEN8053,461.33,UPI,completed,True,low,True,184.173.186.184,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003223,2025-12-07T22:31:46.091411,C100194,BEN6553,2365.79,UPI,completed,False,low,True,240.153.121.144,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000791,2025-12-07T22:32:19.091411,C100181,BEN7523,2217.4,UPI,completed,True,high,True,116.131.80.39,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002367,2025-12-07T22:35:09.091411,C100124,BEN5811,1136.1,UPI,completed,True,low,True,140.81.58.230,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000878,2025-12-07T22:35:36.091411,C100139,BEN5654,1557.24,RTGS,blocked,True,low,False,237.80.227.241,120,"['ip_reputation', 'rtgs_unusual_small_amount']",STR,deterministic-v1,rules-2025-12-09
TX00001366,2025-12-07T22:36:36.091411,C100336,BEN8965,1042.14,UPI,completed,True,low,True,219.144.163.27,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001524,2025-12-07T22:37:05.091411,C100080,BEN5839,726.06,UPI,completed,True,low,True,212.191.100.213,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002386,2025-12-07T22:38:58.091411,C100162,BEN1407,1302.93,NEFT,completed,True,medium,True,135.57.158.55,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00001651,2025-12-07T22:39:10.091411,C100190,BEN7016,968.08,UPI,completed,True,high,True,76.8.249.209,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002451,2025-12-07T22:40:26.091411,C100191,BEN7850,780.02,UPI,completed,True,low,True,206.133.214.179,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000471,2025-12-07T22:40:48.091411,C100094,BEN5999,1153.32,UPI,completed,True,low,True,160.112.222.110,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002123,2025-12-07T22:41:41.091411,C100059,BEN4173,1373.28,UPI,completed,True,medium,True,195.177.230.225,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001161,2025-12-07T22:44:10.091411,C100194,BEN9771,2060.28,UPI,completed,False,low,True,26.200.71.171,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001321,2025-12-07T22:44:43.091411,C100270,BEN8108,945.14,UPI,completed,True,low,True,197.221.114.227,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002895,2025-12-07T22:45:00.091411,C100064,BEN4999,3296.96,UPI,completed,True,medium,True,151.5.80.93,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002998,2025-12-07T22:45:33.091411,C100159,BEN1938,214023.14,UPI,completed,False,low,True,172.146.35.33,195,"['high_absolute_value', 'non_kyc_high_amount', 'dormant_account_spike']",STR,deterministic-v1,rules-2025-12-09
TX00001136,2025-12-07T22:46:12.091411,C100150,BEN4913,4089.24,NEFT,completed,True,low,True,31.90.73.225,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002739,2025-12-07T22:47:13.091411,C100253,BEN6346,1398.71,UPI,completed,True,low,True,104.139.75.193,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001851,2025-12-07T22:47:38.091411,C100313,BEN7795,1509.84,UPI,completed,True,low,True,190.156.181.193,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003924,2025-12-07T22:47:39.091411,C100367,BEN4519,1850.55,UPI,completed,True,low,True,221.216.233.198,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00000478,2025-12-07T22:48:30.091411,C100390,BEN4679,1985.35,RTGS,completed,True,medium,True,50.215.148.76,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09
TX00002237,2025-12-07T22:49:40.091411,C100329,BEN7856,4960.96,UPI,completed,True,low,True,123.101.230.124,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002910,2025-12-07T22:51:52.091411,C100141,BEN6753,2340.37,UPI,completed,True,low,True,103.137.221.205,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001272,2025-12-07T22:54:25.091411,C100328,BEN1964,1863.5,UPI,completed,True,low,True,33.39.176.22,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002508,2025-12-07T22:55:11.091411,C100276,BEN3783,3643.28,UPI,completed,True,low,True,2.97.172.1,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003584,2025-12-07T22:55:50.091411,C100329,BEN7222,435.04,UPI,completed,True,low,True,198.200.39.87,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002853,2025-12-07T22:58:05.091411,C100118,BEN9026,643.01,UPI,completed,True,high,True,167.144.71.30,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001884,2025-12-07T22:58:59.091411,C100037,BEN9983,1452.5,UPI,completed,True,low,True,236.16.83.151,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00003910,2025-12-07T23:00:44.091411,C100158,BEN9455,1532.66,UPI,completed,True,high,True,240.146.62.167,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002973,2025-12-07T23:02:06.091411,C100016,BEN4804,2696.08,UPI,completed,True,low,True,21.121.103.140,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000860,2025-12-07T23:04:44.091411,C100062,BEN5338,731.46,NEFT,completed,True,low,True,57.169.198.118,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002280,2025-12-07T23:05:35.091411,C100149,BEN4204,1111.73,UPI,completed,False,low,True,8.92.57.46,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000434,2025-12-07T23:08:10.091411,C100145,BEN5555,1169.7,UPI,completed,False,low,True,12.71.108.31,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000815,2025-12-07T23:09:41.091411,C100236,BEN1488,860.35,UPI,completed,True,low,True,74.16.235.186,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002925,2025-12-07T23:10:59.091411,C100353,BEN3374,3111.13,UPI,completed,True,low,True,78.182.58.164,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002541,2025-12-07T23:11:42.091411,C100305,BEN2458,272323.89,UPI,completed,True,medium,True,107.171.221.124,125,"['high_absolute_value', 'dormant_account_spike']",STR,deterministic-v1,rules-2025-12-09
TX00001107,2025-12-07T23:12:35.091411,C100357,BEN4332,5391.92,NEFT,completed,True,low,True,240.8.208.39,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00001518,2025-12-07T23:13:54.091411,C100324,BEN1793,759.96,UPI,completed,False,low,True,177.228.143.197,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001097,2025-12-07T23:14:10.091411,C100335,BEN3192,3393.83,UPI,completed,True,low,True,200.38.151.143,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003116,2025-12-07T23:15:33.091411,C100382,BEN4795,1711.54,RTGS,completed,True,low,True,183.115.106.20,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09
TX00001738,2025-12-07T23:16:03.091411,C100147,BEN8244,2338.29,UPI,completed,True,medium,True,16.119.81.208,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00000582,2025-12-07T23:16:17.091411,C100208,BEN6624,829.52,UPI,completed,True,low,True,25.135.66.6,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002444,2025-12-07T23:17:43.091411,C100025,BEN3545,1576.25,UPI,completed,True,medium,True,130.152.148.207,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002933,2025-12-07T23:20:07.091411,C100147,BEN1772,4883.36,UPI,completed,True,medium,True,242.158.4.30,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00001508,2025-12-07T23:22:31.091411,C100016,BEN1083,1593.52,UPI,completed,True,low,True,118.111.189.234,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003405,2025-12-07T23:22:35.091411,C100389,BEN4989,936.81,RTGS,completed,True,medium,True,166.95.64.61,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09
TX00000052,2025-12-07T23:23:45.091411,C100346,BEN3292,3084.49,NEFT,completed,True,low,True,84.8.163.70,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001741,2025-12-07T23:24:11.091411,C100058,BEN7770,1711.66,UPI,completed,True,low,True,3.109.20.218,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003017,2025-12-07T23:24:43.091411,C100013,BEN4216,509.66,UPI,completed,True,medium,True,108.184.175.182,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002478,2025-12-07T23:25:23.091411,C100179,BEN2819,1231.41,UPI,completed,True,medium,True,154.141.90.122,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002532,2025-12-07T23:26:34.091411,C100062,BEN9796,1438.79,NEFT,completed,True,low,True,176.82.160.20,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000920,2025-12-07T23:29:05.091411,C100389,BEN6830,3612.77,UPI,completed,True,medium,True,111.115.146.14,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002898,2025-12-07T23:29:32.091411,C100206,BEN9830,1009.1,RTGS,completed,True,low,True,212.183.124.142,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09
TX00000411,2025-12-07T23:30:14.091411,C100371,BEN2595,744.05,UPI,completed,True,high,True,21.227.161.24,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002805,2025-12-07T23:30:40.091411,C100038,BEN3062,2014.45,NEFT,blocked,True,low,False,223.249.215.243,90,['ip_reputation'],High-Risk,deterministic-v1,rules-2025-12-09
TX00001622,2025-12-07T23:31:49.091411,C100206,BEN9887,5334.62,UPI,completed,True,low,True,164.148.32.233,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00003447,2025-12-07T23:31:49.091411,C100132,BEN3402,1648.73,UPI,completed,True,low,True,104.193.140.117,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002258,2025-12-07T23:31:52.091411,C100015,BEN7190,193.45,UPI,completed,True,low,True,110.213.33.115,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002689,2025-12-07T23:32:42.091411,C100260,BEN5343,3765.43,UPI,completed,True,low,True,184.46.80.59,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003367,2025-12-07T23:33:53.091411,C100150,BEN8845,13711.5,UPI,completed,True,low,True,114.109.55.51,45,['dormant_account_spike'],Medium,deterministic-v1,rules-2025-12-09
TX00003352,2025-12-07T23:36:45.091411,C100300,BEN2649,1639.89,UPI,completed,True,low,True,5.209.73.132,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001774,2025-12-07T23:41:36.091411,C100117,BEN3870,3280.29,UPI,completed,True,medium,True,170.154.72.8,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00002753,2025-12-07T23:44:05.091411,C100219,BEN8347,7997.0,UPI,completed,True,low,True,24.120.144.4,145,"['sanctions_hit', 'dormant_account_spike']",STR,deterministic-v1,rules-2025-12-09
TX00003126,2025-12-07T23:46:58.091411,C100292,BEN1982,791.7,UPI,completed,True,low,True,62.68.209.50,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003052,2025-12-07T23:47:46.091411,C100010,BEN9771,3279.57,UPI,completed,True,medium,True,71.39.244.16,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003542,2025-12-07T23:49:02.091411,C100030,BEN4113,1444.31,UPI,completed,True,low,True,131.73.87.203,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000661,2025-12-07T23:49:21.091411,C100281,BEN8645,880.8,UPI,completed,True,medium,True,53.19.154.95,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001716,2025-12-07T23:49:27.091411,C100296,BEN2116,4453.74,UPI,completed,True,low,True,41.41.239.205,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000347,2025-12-07T23:49:33.091411,C100219,BEN6298,988.77,UPI,completed,True,low,True,154.128.27.183,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000493,2025-12-07T23:51:34.091411,C100367,BEN6431,7379.92,UPI,completed,True,low,True,162.198.177.64,145,"['sanctions_hit', 'dormant_account_spike']",STR,deterministic-v1,rules-2025-12-09
TX00003509,2025-12-07T23:52:09.091411,C100313,BEN3157,4009.91,UPI,completed,True,low,True,118.16.10.94,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00000333,2025-12-07T23:53:12.091411,C100111,BEN7129,594.19,UPI,completed,True,low,True,128.82.70.98,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001406,2025-12-07T23:53:19.091411,C100356,BEN1066,273878.92,UPI,completed,True,low,True,65.223.205.80,125,"['high_absolute_value', 'dormant_account_spike']",STR,deterministic-v1,rules-2025-12-09
TX00000931,2025-12-07T23:53:53.091411,C100069,BEN7161,3107.78,UPI,completed,True,low,True,148.5.137.232,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002028,2025-12-07T23:57:18.091411,C100191,BEN2736,6326.39,UPI,completed,True,low,True,92.9.244.6,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001327,2025-12-07T23:57:31.091411,C100014,BEN3130,4064.04,UPI,completed,True,low,True,199.148.170.34,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000105,2025-12-07T23:57:46.091411,C100325,BEN9008,1066.56,NEFT,completed,True,medium,True,147.200.248.55,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002427,2025-12-07T23:57:55.091411,C100289,BEN4091,2131.57,UPI,completed,True,low,True,21.192.16.118,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002630,2025-12-07T23:58:01.091411,C100249,BEN3594,2642.11,UPI,completed,True,low,True,239.37.162.179,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000101,2025-12-07T23:59:34.091411,C100282,BEN1202,854.79,UPI,completed,True,low,True,74.223.138.226,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003804,2025-12-08T00:00:36.091411,C100338,BEN9863,166.41,NEFT,completed,True,low,True,158.69.122.34,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000983,2025-12-08T00:04:10.091411,C100341,BEN6841,1395.62,UPI,completed,True,medium,True,105.230.77.211,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001007,2025-12-08T00:05:11.091411,C100128,BEN7975,2440.82,UPI,completed,True,low,True,28.17.91.177,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003515,2025-12-08T00:05:40.091411,C100224,BEN1099,3757.29,UPI,completed,True,low,True,89.73.40.143,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000464,2025-12-08T00:07:43.091411,C100316,BEN5309,6615.74,UPI,blocked,True,low,False,127.19.207.243,135,"['ip_reputation', 'dormant_account_spike']",STR,deterministic-v1,rules-2025-12-09
TX00001711,2025-12-08T00:07:48.091411,C100220,BEN4636,1231.3,RTGS,completed,False,low,True,86.149.47.86,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09
TX00002297,2025-12-08T00:08:56.091411,C100318,BEN9489,2372.5,NEFT,completed,True,low,True,160.98.116.43,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003499,2025-12-08T00:17:27.091411,C100028,BEN5762,1529.25,UPI,completed,True,low,True,6.186.250.234,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001823,2025-12-08T00:17:31.091411,C100277,BEN1838,6732.07,NEFT,completed,True,low,True,42.207.27.230,145,"['sanctions_hit', 'dormant_account_spike']",STR,deterministic-v1,rules-2025-12-09
TX00002560,2025-12-08T00:19:35.091411,C100284,BEN9822,2795.29,UPI,completed,True,high,True,147.101.155.36,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001653,2025-12-08T00:19:54.091411,C100332,BEN6906,4060.77,UPI,completed,True,medium,True,144.68.172.35,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002799,2025-12-08T00:19:56.091411,C100018,BEN3469,1129.69,UPI,completed,True,low,True,19.3.142.112,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001297,2025-12-08T00:21:50.091411,C100022,BEN5300,2586.34,UPI,completed,True,low,True,207.152.250.114,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003679,2025-12-08T00:21:51.091411,C100274,BEN6028,9242.23,UPI,completed,True,low,True,103.228.59.146,45,['dormant_account_spike'],Medium,deterministic-v1,rules-2025-12-09
TX00003342,2025-12-08T00:23:03.091411,C100051,BEN9002,515.83,UPI,completed,True,low,True,154.48.174.194,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001636,2025-12-08T00:23:08.091411,C100082,BEN6477,5537.9,RTGS,completed,True,low,True,184.24.174.10,175,"['rtgs_unusual_small_amount', 'sanctions_hit', 'dormant_account_spike']",STR,deterministic-v1,rules-2025-12-09
TX00002686,2025-12-08T00:25:11.091411,C100144,BEN3167,722.78,UPI,completed,True,low,True,247.3.211.106,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00002442,2025-12-08T00:28:00.091411,C100028,BEN6514,90.52,UPI,completed,True,low,True,108.132.158.105,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003335,2025-12-08T00:29:22.091411,C100106,BEN6650,1493.63,UPI,completed,True,low,True,176.167.30.239,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003555,2025-12-08T00:30:15.091411,C100254,BEN7500,7050.11,UPI,completed,True,low,True,228.217.205.226,45,['dormant_account_spike'],Medium,deterministic-v1,rules-2025-12-09
TX00000965,2025-12-08T00:30:26.091411,C100221,BEN3260,1818.12,UPI,completed,True,medium,True,74.248.1.39,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001430,2025-12-08T00:30:37.091411,C100145,BEN1644,3691.74,UPI,completed,False,low,True,193.102.190.147,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003330,2025-12-08T00:32:28.091411,C100243,BEN4324,3023.26,UPI,completed,True,medium,True,38.246.45.51,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001805,2025-12-08T00:33:57.091411,C100159,BEN5652,3065.11,UPI,blocked,False,low,False,25.16.183.244,90,['ip_reputation'],High-Risk,deterministic-v1,rules-2025-12-09
TX00001372,2025-12-08T00:34:13.091411,C100054,BEN8471,290.53,UPI,completed,True,low,True,240.10.114.136,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001597,2025-12-08T00:35:40.091411,C100394,BEN8355,859.94,RTGS,reversed,True,medium,True,231.175.214.207,30,"['rtgs_unusual_small_amount', 'auto_reversal_sim']",Low,deterministic-v1,rules-2025-12-09
TX00000562,2025-12-08T00:35:50.091411,C100231,BEN9943,1356.21,RTGS,completed,True,low,True,220.88.196.133,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09
TX00003055,2025-12-08T00:36:22.091411,C100047,BEN1985,2748.98,UPI,completed,True,medium,True,67.119.21.64,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00003084,2025-12-08T00:37:17.091411,C100366,BEN4352,527.68,UPI,completed,True,medium,True,11.183.218.146,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001699,2025-12-08T00:38:35.091411,C100219,BEN3089,8280.6,UPI,completed,True,low,True,13.112.41.121,45,['dormant_account_spike'],Medium,deterministic-v1,rules-2025-12-09
TX00001910,2025-12-08T00:40:26.091411,C100240,BEN7708,1698.72,UPI,completed,True,low,True,138.249.115.164,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002343,2025-12-08T00:41:38.091411,C100100,BEN2588,890.65,UPI,completed,True,low,True,13.109.171.146,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000632,2025-12-08T00:41:43.091411,C100089,BEN6692,877.45,UPI,completed,True,low,True,116.193.139.221,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002029,2025-12-08T00:42:20.091411,C100138,BEN5214,4293.91,UPI,completed,True,high,True,228.126.173.218,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002762,2025-12-08T00:42:47.091411,C100277,BEN2324,8441.82,UPI,completed,True,low,True,159.15.244.192,145,"['sanctions_hit', 'dormant_account_spike']",STR,deterministic-v1,rules-2025-12-09
TX00001218,2025-12-08T00:46:27.091411,C100350,BEN2127,622.61,UPI,completed,True,low,True,81.26.63.63,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00002102,2025-12-08T00:50:45.091411,C100207,BEN5350,372.94,UPI,completed,True,low,True,165.163.192.111,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00000591,2025-12-08T00:51:20.091411,C100353,BEN4104,927.1,UPI,completed,True,low,True,126.18.47.138,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000310,2025-12-08T00:53:11.091411,C100198,BEN1750,663.41,UPI,completed,True,low,True,50.245.159.139,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003808,2025-12-08T00:53:45.091411,C100375,BEN3930,2186.61,UPI,completed,True,low,True,154.228.177.134,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000971,2025-12-08T00:54:05.091411,C100273,BEN3067,325.44,UPI,completed,True,high,True,220.34.71.20,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00001642,2025-12-08T00:54:19.091411,C100261,BEN8475,1460.02,UPI,completed,False,low,True,204.28.90.225,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003747,2025-12-08T00:55:16.091411,C100140,BEN2045,4228.71,UPI,completed,True,medium,True,101.184.196.103,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001828,2025-12-08T00:56:07.091411,C100023,BEN7927,2085.85,UPI,completed,True,low,True,79.40.117.237,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00003882,2025-12-08T00:57:58.091411,C100015,BEN8725,1122.36,UPI,completed,True,low,True,72.129.216.65,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002011,2025-12-08T00:58:32.091411,C100399,BEN1128,1885.68,UPI,completed,True,low,True,186.183.169.40,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001220,2025-12-08T00:59:30.091411,C100113,BEN2408,73.26,UPI,completed,True,low,True,91.34.21.66,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000735,2025-12-08T00:59:46.091411,C100321,BEN5584,1068.66,UPI,completed,True,medium,True,36.89.5.143,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002309,2025-12-08T01:00:02.091411,C100231,BEN1549,743.18,RTGS,completed,True,low,True,89.11.102.229,30,['rtgs_unusual_small_amount'],Low,deterministic-v1,rules-2025-12-09
TX00001388,2025-12-08T01:05:32.091411,C100091,BEN1368,3166.66,NEFT,completed,True,medium,True,117.249.235.204,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000301,2025-12-08T01:09:42.091411,C100209,BEN6927,2555.82,NEFT,completed,True,high,True,237.165.39.232,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00001670,2025-12-08T01:10:13.091411,C100395,BEN6371,2944.72,UPI,completed,True,low,True,142.135.138.15,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003883,2025-12-08T01:10:43.091411,C100371,BEN2328,3108.46,UPI,completed,True,high,True,65.221.35.103,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000200,2025-12-08T01:11:14.091411,C100268,BEN2790,225.78,UPI,completed,True,medium,True,160.91.238.34,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000046,2025-12-08T01:11:59.091411,C100023,BEN1265,2222.51,UPI,completed,True,low,True,211.126.248.186,0,[],Low,deterministic-v1,rules-2025-12-09
TX00000099,2025-12-08T01:12:14.091411,C100387,BEN7342,1063.87,UPI,completed,True,low,True,205.147.174.159,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00003516,2025-12-08T01:13:07.091411,C100110,BEN9250,795.03,UPI,completed,True,medium,True,63.199.170.90,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002080,2025-12-08T01:14:30.091411,C100111,BEN6637,861.82,UPI,completed,True,low,True,155.169.215.47,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00001501,2025-12-08T01:15:36.091411,C100185,BEN8699,658.06,UPI,completed,False,medium,True,191.250.43.90,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002085,2025-12-08T01:16:06.091411,C100172,BEN7289,1303.3,UPI,reversed,True,medium,True,27.101.37.175,0,['auto_reversal_sim'],Low,deterministic-v1,rules-2025-12-09
TX00001869,2025-12-08T01:17:31.091411,C100383,BEN7207,218.9,UPI,completed,True,low,True,179.77.66.58,100,['sanctions_hit'],High-Risk,deterministic-v1,rules-2025-12-09
TX00000401,2025-12-08T01:17:54.091411,C100072,BEN7998,1457.41,UPI,completed,True,low,True,73.92.20.158,0,[],Low,deterministic-v1,rules-2025-12-09
TX00003259,2025-12-08T01:18:43.091411,C100276,BEN3814,1486.64,UPI,completed,True,low,True,111.108.233.230,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001614,2025-12-08T01:19:32.091411,C100312,BEN4508,1854.11,NEFT,completed,True,medium,True,184.128.10.219,0,[],Low,deterministic-v1,rules-2025-12-09
TX00002257,2025-12-08T01:19:54.091411,C100362,BEN3560,1379.19,UPI,completed,True,low,True,18.67.223.234,0,[],Low,deterministic-v1,rules-2025-12-09
TX00001766,2025-12-08T01:20:30.091411,C100346,BEN5940,5009.83,UPI,completed,True,low,True,19.57.54.151,0,[],Low,deterministic-v1,rules-2025-12-09
